indicator,category,units,period_date,value
Avg daily rate,Maui CTY- Luxury,dollar,2025-01-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-01-01,228.88
Avg daily rate,Oahu- Upscale,dollar,2025-01-01,209.57
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-01-01,435.99
Avg daily rate,Oahu- Upper Midscale,dollar,2025-01-01,174.78
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-01-01,152.41
RevPAR,Statewide- All,dollar,2025-01-01,284.25
RevPAR,Oahu- All,dollar,2025-01-01,226.9
RevPAR,Maui CTY- All,dollar,2025-01-01,367.27
RevPAR,Hawaii ISL- All,dollar,2025-01-01,354.75
RevPAR,Kauai- All,dollar,2025-01-01,321.91
RevPAR,Statewide- Luxury,dollar,2025-01-01,599.87
RevPAR,Waikiki,dollar,2025-01-01,216.66
RevPAR,Wailea,dollar,2025-01-01,588.59
RevPAR,Kohala Coast,dollar,2025-01-01,487.88
RevPAR,Statewide- Upper Upscale,dollar,2025-01-01,256.24
RevPAR,Other Oahu,dollar,2025-01-01,281.19
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-01-01,277.77
RevPAR,Statewide- Upscale,dollar,2025-01-01,190.61
RevPAR,Oahu- Luxury,dollar,2025-01-01,483.64
RevPAR,Other Maui CTY,dollar,2025-01-01,469.86
RevPAR,Statewide- Upper Midscale,dollar,2025-01-01,152.42
RevPAR,Oahu- Upper Upscale,dollar,2025-01-01,234.83
RevPAR,Maui CTY- Luxury,dollar,2025-01-01,653.27
RevPAR,Statewide- Midscale & Economy,dollar,2025-01-01,179.35
RevPAR,Oahu- Upscale,dollar,2025-01-01,172.21
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-01-01,268.79
RevPAR,Oahu- Upper Midscale,dollar,2025-01-01,130.58
RevPAR,Oahu- Midscale & Economy,dollar,2025-01-01,123.48
Occupancy,Statewide- All,percent,2025-02-01,79.3
Occupancy,Oahu- All,percent,2025-02-01,82.3
Occupancy,Maui CTY- All,percent,2025-02-01,71.4
Occupancy,Hawaii ISL- All,percent,2025-02-01,80.4
Occupancy,Kauai- All,percent,2025-02-01,79.9
Occupancy,Statewide- Luxury,percent,2025-02-01,70.4
Occupancy,Waikiki,percent,2025-02-01,82.7
Occupancy,Wailea,percent,2025-02-01,80.6
Occupancy,Kohala Coast,percent,2025-02-01,80.9
Occupancy,Statewide- Upper Upscale,percent,2025-02-01,81.1
Occupancy,Other Oahu,percent,2025-02-01,80.2
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-02-01,69.1
Occupancy,Statewide- Upscale,percent,2025-02-01,80.7
Occupancy,Oahu- Luxury,percent,2025-02-01,63.2
Occupancy,Other Maui CTY,percent,2025-02-01,74.1
Occupancy,Statewide- Upper Midscale,percent,2025-02-01,77.9
Occupancy,Oahu- Upper Upscale,percent,2025-02-01,84.1
Occupancy,Maui CTY- Luxury,percent,2025-02-01,71.9
Occupancy,Statewide- Midscale & Economy,percent,2025-02-01,83.1
Occupancy,Oahu- Upscale,percent,2025-02-01,85.4
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-02-01,71.1
Occupancy,Oahu- Upper Midscale,percent,2025-02-01,81.8
Occupancy,Oahu- Midscale & Economy,percent,2025-02-01,85.1
Avg daily rate,Statewide- All,dollar,2025-02-01,379.26
Avg daily rate,Oahu- All,dollar,2025-02-01,282.0
Avg daily rate,Maui CTY- All,dollar,2025-02-01,578.44
Avg daily rate,Hawaii ISL- All,dollar,2025-02-01,459.08
Avg daily rate,Kauai- All,dollar,2025-02-01,415.31
Avg daily rate,Statewide- Luxury,dollar,2025-02-01,876.03
Avg daily rate,Waikiki,dollar,2025-02-01,266.07
Avg daily rate,Wailea,dollar,2025-02-01,823.56
Avg daily rate,Kohala Coast,dollar,2025-02-01,627.17
Avg daily rate,Statewide- Upper Upscale,dollar,2025-02-01,336.19
Avg daily rate,Other Oahu,dollar,2025-02-01,369.15
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-02-01,462.53
Avg daily rate,Statewide- Upscale,dollar,2025-02-01,255.96
Avg daily rate,Oahu- Luxury,dollar,2025-02-01,729.97
Avg daily rate,Other Maui CTY,dollar,2025-02-01,702.02
Avg daily rate,Statewide- Upper Midscale,dollar,2025-02-01,220.77
Avg daily rate,Oahu- Upper Upscale,dollar,2025-02-01,287.14
Avg daily rate,Maui CTY- Luxury,dollar,2025-02-01,982.49
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-02-01,231.28
Avg daily rate,Oahu- Upscale,dollar,2025-02-01,213.19
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-02-01,439.05
Avg daily rate,Oahu- Upper Midscale,dollar,2025-02-01,178.27
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-02-01,156.0
RevPAR,Statewide- All,dollar,2025-02-01,300.69
RevPAR,Oahu- All,dollar,2025-02-01,232.14
RevPAR,Maui CTY- All,dollar,2025-02-01,413.11
RevPAR,Hawaii ISL- All,dollar,2025-02-01,369.1
RevPAR,Kauai- All,dollar,2025-02-01,332.01
RevPAR,Statewide- Luxury,dollar,2025-02-01,616.71
RevPAR,Waikiki,dollar,2025-02-01,220.1
RevPAR,Wailea,dollar,2025-02-01,663.6
RevPAR,Kohala Coast,dollar,2025-02-01,507.38
RevPAR,Statewide- Upper Upscale,dollar,2025-02-01,272.77
RevPAR,Other Oahu,dollar,2025-02-01,296.02
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-02-01,319.39
RevPAR,Statewide- Upscale,dollar,2025-02-01,206.45
RevPAR,Oahu- Luxury,dollar,2025-02-01,461.01
RevPAR,Other Maui CTY,dollar,2025-02-01,520.38
RevPAR,Statewide- Upper Midscale,dollar,2025-02-01,171.99
RevPAR,Oahu- Upper Upscale,dollar,2025-02-01,241.44
RevPAR,Maui CTY- Luxury,dollar,2025-02-01,706.2
RevPAR,Statewide- Midscale & Economy,dollar,2025-02-01,192.08
RevPAR,Oahu- Upscale,dollar,2025-02-01,182.04
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-02-01,312.36
RevPAR,Oahu- Upper Midscale,dollar,2025-02-01,145.76
RevPAR,Oahu- Midscale & Economy,dollar,2025-02-01,132.75
Occupancy,Statewide- All,percent,2025-03-01,74.9
Occupancy,Oahu- All,percent,2025-03-01,77.5
Occupancy,Maui CTY- All,percent,2025-03-01,67.7
Occupancy,Hawaii ISL- All,percent,2025-03-01,75.8
Occupancy,Kauai- All,percent,2025-03-01,76.7
Occupancy,Statewide- Luxury,percent,2025-03-01,72.1
Occupancy,Waikiki,percent,2025-03-01,77.8
Occupancy,Wailea,percent,2025-03-01,77.3
Occupancy,Kohala Coast,percent,2025-03-01,76.6
Occupancy,Statewide- Upper Upscale,percent,2025-03-01,76.7
Occupancy,Other Oahu,percent,2025-03-01,76.2
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-03-01,65.3
Occupancy,Statewide- Upscale,percent,2025-03-01,73.2
Occupancy,Oahu- Luxury,percent,2025-03-01,71.5
Occupancy,Other Maui CTY,percent,2025-03-01,70.5
Occupancy,Statewide- Upper Midscale,percent,2025-03-01,74.8
Occupancy,Oahu- Upper Upscale,percent,2025-03-01,78.7
Occupancy,Maui CTY- Luxury,percent,2025-03-01,71.0
Occupancy,Statewide- Midscale & Economy,percent,2025-03-01,77.4
Occupancy,Oahu- Upscale,percent,2025-03-01,78.9
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-03-01,66.7
Occupancy,Oahu- Upper Midscale,percent,2025-03-01,78.6
Occupancy,Oahu- Midscale & Economy,percent,2025-03-01,80.0
Avg daily rate,Statewide- All,dollar,2025-03-01,376.4
Avg daily rate,Oahu- All,dollar,2025-03-01,278.64
Avg daily rate,Maui CTY- All,dollar,2025-03-01,577.19
Avg daily rate,Hawaii ISL- All,dollar,2025-03-01,452.35
Avg daily rate,Kauai- All,dollar,2025-03-01,417.6
Avg daily rate,Statewide- Luxury,dollar,2025-03-01,725.18
Avg daily rate,Waikiki,dollar,2025-03-01,259.58
Avg daily rate,Wailea,dollar,2025-03-01,795.2
Avg daily rate,Kohala Coast,dollar,2025-03-01,624.3
Avg daily rate,Statewide- Upper Upscale,dollar,2025-03-01,341.38
Avg daily rate,Other Oahu,dollar,2025-03-01,378.48
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-03-01,468.58
Avg daily rate,Statewide- Upscale,dollar,2025-03-01,247.16
Avg daily rate,Oahu- Luxury,dollar,2025-03-01,473.06
Avg daily rate,Other Maui CTY,dollar,2025-03-01,690.54
Avg daily rate,Statewide- Upper Midscale,dollar,2025-03-01,198.33
Avg daily rate,Oahu- Upper Upscale,dollar,2025-03-01,288.09
Avg daily rate,Maui CTY- Luxury,dollar,2025-03-01,992.4
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-03-01,238.14
Avg daily rate,Oahu- Upscale,dollar,2025-03-01,208.0
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-03-01,435.96
Avg daily rate,Oahu- Upper Midscale,dollar,2025-03-01,164.0
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-03-01,144.83
RevPAR,Statewide- All,dollar,2025-03-01,282.07
RevPAR,Oahu- All,dollar,2025-03-01,216.05
RevPAR,Maui CTY- All,dollar,2025-03-01,390.9
RevPAR,Hawaii ISL- All,dollar,2025-03-01,343.07
RevPAR,Kauai- All,dollar,2025-03-01,320.22
RevPAR,Statewide- Luxury,dollar,2025-03-01,523.06
RevPAR,Waikiki,dollar,2025-03-01,201.97
RevPAR,Wailea,dollar,2025-03-01,614.33
RevPAR,Kohala Coast,dollar,2025-03-01,478.12
RevPAR,Statewide- Upper Upscale,dollar,2025-03-01,261.97
RevPAR,Other Oahu,dollar,2025-03-01,288.23
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-03-01,305.75
RevPAR,Statewide- Upscale,dollar,2025-03-01,180.94
RevPAR,Oahu- Luxury,dollar,2025-03-01,338.3
RevPAR,Other Maui CTY,dollar,2025-03-01,486.94
RevPAR,Statewide- Upper Midscale,dollar,2025-03-01,148.28
RevPAR,Oahu- Upper Upscale,dollar,2025-03-01,226.6
RevPAR,Maui CTY- Luxury,dollar,2025-03-01,704.99
RevPAR,Statewide- Midscale & Economy,dollar,2025-03-01,184.4
RevPAR,Oahu- Upscale,dollar,2025-03-01,164.2
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-03-01,290.79
RevPAR,Oahu- Upper Midscale,dollar,2025-03-01,128.95
RevPAR,Oahu- Midscale & Economy,dollar,2025-03-01,115.83
Occupancy,Statewide- All,percent,2025-04-01,73.0
Occupancy,Oahu- All,percent,2025-04-01,77.9
Occupancy,Maui CTY- All,percent,2025-04-01,62.7
Occupancy,Hawaii ISL- All,percent,2025-04-01,68.0
Occupancy,Kauai- All,percent,2025-04-01,76.8
Occupancy,Statewide- Luxury,percent,2025-04-01,72.0
Occupancy,Waikiki,percent,2025-04-01,78.4
Occupancy,Wailea,percent,2025-04-01,74.2
Occupancy,Kohala Coast,percent,2025-04-01,71.0
Occupancy,Statewide- Upper Upscale,percent,2025-04-01,74.3
Occupancy,Other Oahu,percent,2025-04-01,75.5
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-04-01,60.0
Occupancy,Statewide- Upscale,percent,2025-04-01,70.3
Occupancy,Oahu- Luxury,percent,2025-04-01,72.7
Occupancy,Other Maui CTY,percent,2025-04-01,65.7
Occupancy,Statewide- Upper Midscale,percent,2025-04-01,72.6
Occupancy,Oahu- Upper Upscale,percent,2025-04-01,78.2
Occupancy,Maui CTY- Luxury,percent,2025-04-01,68.5
Occupancy,Statewide- Midscale & Economy,percent,2025-04-01,76.5
Occupancy,Oahu- Upscale,percent,2025-04-01,80.3
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-04-01,61.2
Occupancy,Oahu- Upper Midscale,percent,2025-04-01,79.3
Occupancy,Oahu- Midscale & Economy,percent,2025-04-01,81.4
Avg daily rate,Statewide- All,dollar,2025-04-01,363.13
Avg daily rate,Oahu- All,dollar,2025-04-01,279.78
Avg daily rate,Maui CTY- All,dollar,2025-04-01,536.67
Avg daily rate,Hawaii ISL- All,dollar,2025-04-01,439.43
Avg daily rate,Kauai- All,dollar,2025-04-01,415.21
Avg daily rate,Statewide- Luxury,dollar,2025-04-01,670.23
Avg daily rate,Waikiki,dollar,2025-04-01,262.07
Avg daily rate,Wailea,dollar,2025-04-01,766.86
Avg daily rate,Kohala Coast,dollar,2025-04-01,592.65
Avg daily rate,Statewide- Upper Upscale,dollar,2025-04-01,337.42
Avg daily rate,Other Oahu,dollar,2025-04-01,374.49
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-04-01,437.65
Avg daily rate,Statewide- Upscale,dollar,2025-04-01,235.3
Avg daily rate,Oahu- Luxury,dollar,2025-04-01,457.51
Avg daily rate,Other Maui CTY,dollar,2025-04-01,636.39
Avg daily rate,Statewide- Upper Midscale,dollar,2025-04-01,192.69
Avg daily rate,Oahu- Upper Upscale,dollar,2025-04-01,294.09
Avg daily rate,Maui CTY- Luxury,dollar,2025-04-01,901.01
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-04-01,225.67
Avg daily rate,Oahu- Upscale,dollar,2025-04-01,206.71
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-04-01,409.71
Avg daily rate,Oahu- Upper Midscale,dollar,2025-04-01,162.96
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-04-01,134.75
RevPAR,Statewide- All,dollar,2025-04-01,265.1
RevPAR,Oahu- All,dollar,2025-04-01,217.96
RevPAR,Maui CTY- All,dollar,2025-04-01,336.44
RevPAR,Hawaii ISL- All,dollar,2025-04-01,298.96
RevPAR,Kauai- All,dollar,2025-04-01,318.92
RevPAR,Statewide- Luxury,dollar,2025-04-01,482.45
RevPAR,Waikiki,dollar,2025-04-01,205.4
RevPAR,Wailea,dollar,2025-04-01,569.03
RevPAR,Kohala Coast,dollar,2025-04-01,420.53
RevPAR,Statewide- Upper Upscale,dollar,2025-04-01,250.73
RevPAR,Other Oahu,dollar,2025-04-01,282.63
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-04-01,262.4
RevPAR,Statewide- Upscale,dollar,2025-04-01,165.47
RevPAR,Oahu- Luxury,dollar,2025-04-01,332.65
RevPAR,Other Maui CTY,dollar,2025-04-01,418.13
RevPAR,Statewide- Upper Midscale,dollar,2025-04-01,139.93
RevPAR,Oahu- Upper Upscale,dollar,2025-04-01,229.96
RevPAR,Maui CTY- Luxury,dollar,2025-04-01,616.97
RevPAR,Statewide- Midscale & Economy,dollar,2025-04-01,172.53
RevPAR,Oahu- Upscale,dollar,2025-04-01,166.0
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-04-01,250.75
RevPAR,Oahu- Upper Midscale,dollar,2025-04-01,129.17
RevPAR,Oahu- Midscale & Economy,dollar,2025-04-01,109.67
Occupancy,Statewide- All,percent,2025-05-01,71.4
Occupancy,Oahu- All,percent,2025-05-01,76.6
Occupancy,Maui CTY- All,percent,2025-05-01,59.0
Occupancy,Hawaii ISL- All,percent,2025-05-01,69.9
Occupancy,Kauai- All,percent,2025-05-01,74.5
Occupancy,Statewide- Luxury,percent,2025-05-01,65.4
Occupancy,Waikiki,percent,2025-05-01,77.1
Occupancy,Wailea,percent,2025-05-01,72.0
Occupancy,Kohala Coast,percent,2025-05-01,73.3
Occupancy,Statewide- Upper Upscale,percent,2025-05-01,73.7
Occupancy,Other Oahu,percent,2025-05-01,74.0
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-05-01,55.4
Occupancy,Statewide- Upscale,percent,2025-05-01,68.4
Occupancy,Oahu- Luxury,percent,2025-05-01,59.1
Occupancy,Other Maui CTY,percent,2025-05-01,63.0
Occupancy,Statewide- Upper Midscale,percent,2025-05-01,68.4
Occupancy,Oahu- Upper Upscale,percent,2025-05-01,77.8
Occupancy,Maui CTY- Luxury,percent,2025-05-01,66.2
Occupancy,Statewide- Midscale & Economy,percent,2025-05-01,77.2
Occupancy,Oahu- Upscale,percent,2025-05-01,78.4
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-05-01,57.5
Occupancy,Oahu- Upper Midscale,percent,2025-05-01,78.5
Occupancy,Oahu- Midscale & Economy,percent,2025-05-01,81.4
Avg daily rate,Statewide- All,dollar,2025-05-01,338.61
Avg daily rate,Oahu- All,dollar,2025-05-01,268.05
Avg daily rate,Maui CTY- All,dollar,2025-05-01,494.74
Avg daily rate,Hawaii ISL- All,dollar,2025-05-01,387.5
Avg daily rate,Kauai- All,dollar,2025-05-01,391.58
Avg daily rate,Statewide- Luxury,dollar,2025-05-01,747.71
Avg daily rate,Waikiki,dollar,2025-05-01,253.82
Avg daily rate,Wailea,dollar,2025-05-01,661.57
Avg daily rate,Kohala Coast,dollar,2025-05-01,504.48
Avg daily rate,Statewide- Upper Upscale,dollar,2025-05-01,306.91
Avg daily rate,Other Oahu,dollar,2025-05-01,346.92
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-05-01,403.85
Avg daily rate,Statewide- Upscale,dollar,2025-05-01,222.79
Avg daily rate,Oahu- Luxury,dollar,2025-05-01,645.56
Avg daily rate,Other Maui CTY,dollar,2025-05-01,582.51
Avg daily rate,Statewide- Upper Midscale,dollar,2025-05-01,190.69
Avg daily rate,Oahu- Upper Upscale,dollar,2025-05-01,275.99
Avg daily rate,Maui CTY- Luxury,dollar,2025-05-01,807.24
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-05-01,211.49
Avg daily rate,Oahu- Upscale,dollar,2025-05-01,205.83
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-05-01,376.72
Avg daily rate,Oahu- Upper Midscale,dollar,2025-05-01,172.17
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-05-01,149.86
RevPAR,Statewide- All,dollar,2025-05-01,241.77
RevPAR,Oahu- All,dollar,2025-05-01,205.38
RevPAR,Maui CTY- All,dollar,2025-05-01,291.86
RevPAR,Hawaii ISL- All,dollar,2025-05-01,270.87
RevPAR,Kauai- All,dollar,2025-05-01,291.66
RevPAR,Statewide- Luxury,dollar,2025-05-01,489.27
RevPAR,Waikiki,dollar,2025-05-01,195.71
RevPAR,Wailea,dollar,2025-05-01,476.64
RevPAR,Kohala Coast,dollar,2025-05-01,369.96
RevPAR,Statewide- Upper Upscale,dollar,2025-05-01,226.17
RevPAR,Other Oahu,dollar,2025-05-01,256.82
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-05-01,223.53
RevPAR,Statewide- Upscale,dollar,2025-05-01,152.41
RevPAR,Oahu- Luxury,dollar,2025-05-01,381.28
RevPAR,Other Maui CTY,dollar,2025-05-01,366.95
RevPAR,Statewide- Upper Midscale,dollar,2025-05-01,130.42
RevPAR,Oahu- Upper Upscale,dollar,2025-05-01,214.67
RevPAR,Maui CTY- Luxury,dollar,2025-05-01,534.53
RevPAR,Statewide- Midscale & Economy,dollar,2025-05-01,163.32
RevPAR,Oahu- Upscale,dollar,2025-05-01,161.3
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-05-01,216.76
RevPAR,Oahu- Upper Midscale,dollar,2025-05-01,135.13
RevPAR,Oahu- Midscale & Economy,dollar,2025-05-01,122.0
Occupancy,Statewide- All,percent,2025-06-01,74.3
Occupancy,Oahu- All,percent,2025-06-01,79.7
Occupancy,Maui CTY- All,percent,2025-06-01,63.5
Occupancy,Hawaii ISL- All,percent,2025-06-01,69.2
Occupancy,Kauai- All,percent,2025-06-01,76.4
Occupancy,Statewide- Luxury,percent,2025-06-01,68.4
Occupancy,Waikiki,percent,2025-06-01,80.7
Occupancy,Wailea,percent,2025-06-01,74.4
Occupancy,Kohala Coast,percent,2025-06-01,72.1
Occupancy,Statewide- Upper Upscale,percent,2025-06-01,78.9
Occupancy,Other Oahu,percent,2025-06-01,74.2
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-06-01,62.6
Occupancy,Statewide- Upscale,percent,2025-06-01,68.3
Occupancy,Oahu- Luxury,percent,2025-06-01,59.5
Occupancy,Other Maui CTY,percent,2025-06-01,64.6
Occupancy,Statewide- Upper Midscale,percent,2025-06-01,69.1
Occupancy,Oahu- Upper Upscale,percent,2025-06-01,83.9
Occupancy,Maui CTY- Luxury,percent,2025-06-01,71.9
Occupancy,Statewide- Midscale & Economy,percent,2025-06-01,74.9
Occupancy,Oahu- Upscale,percent,2025-06-01,78.7
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-06-01,62.1
Occupancy,Oahu- Upper Midscale,percent,2025-06-01,78.1
Occupancy,Oahu- Midscale & Economy,percent,2025-06-01,78.1
Avg daily rate,Statewide- All,dollar,2025-06-01,374.54
Avg daily rate,Oahu- All,dollar,2025-06-01,289.67
Avg daily rate,Maui CTY- All,dollar,2025-06-01,558.02
Avg daily rate,Hawaii ISL- All,dollar,2025-06-01,431.82
Avg daily rate,Kauai- All,dollar,2025-06-01,439.78
Avg daily rate,Statewide- Luxury,dollar,2025-06-01,853.89
Avg daily rate,Waikiki,dollar,2025-06-01,270.84
Avg daily rate,Wailea,dollar,2025-06-01,753.11
Avg daily rate,Kohala Coast,dollar,2025-06-01,584.55
Avg daily rate,Statewide- Upper Upscale,dollar,2025-06-01,332.67
Avg daily rate,Other Oahu,dollar,2025-06-01,398.69
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-06-01,466.41
Avg daily rate,Statewide- Upscale,dollar,2025-06-01,239.42
Avg daily rate,Oahu- Luxury,dollar,2025-06-01,739.81
Avg daily rate,Other Maui CTY,dollar,2025-06-01,655.58
Avg daily rate,Statewide- Upper Midscale,dollar,2025-06-01,197.24
Avg daily rate,Oahu- Upper Upscale,dollar,2025-06-01,295.57
Avg daily rate,Maui CTY- Luxury,dollar,2025-06-01,921.8
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-06-01,233.77
Avg daily rate,Oahu- Upscale,dollar,2025-06-01,217.67
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-06-01,418.72
Avg daily rate,Oahu- Upper Midscale,dollar,2025-06-01,168.49
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-06-01,154.19
RevPAR,Statewide- All,dollar,2025-06-01,278.12
RevPAR,Oahu- All,dollar,2025-06-01,230.75
RevPAR,Maui CTY- All,dollar,2025-06-01,354.55
RevPAR,Hawaii ISL- All,dollar,2025-06-01,298.83
RevPAR,Kauai- All,dollar,2025-06-01,336.12
RevPAR,Statewide- Luxury,dollar,2025-06-01,583.72
RevPAR,Waikiki,dollar,2025-06-01,218.56
RevPAR,Wailea,dollar,2025-06-01,560.16
RevPAR,Kohala Coast,dollar,2025-06-01,421.57
RevPAR,Statewide- Upper Upscale,dollar,2025-06-01,262.54
RevPAR,Other Oahu,dollar,2025-06-01,295.63
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-06-01,291.9
RevPAR,Statewide- Upscale,dollar,2025-06-01,163.46
RevPAR,Oahu- Luxury,dollar,2025-06-01,439.83
RevPAR,Other Maui CTY,dollar,2025-06-01,423.41
RevPAR,Statewide- Upper Midscale,dollar,2025-06-01,136.37
RevPAR,Oahu- Upper Upscale,dollar,2025-06-01,247.86
RevPAR,Maui CTY- Luxury,dollar,2025-06-01,662.92
RevPAR,Statewide- Midscale & Economy,dollar,2025-06-01,175.16
RevPAR,Oahu- Upscale,dollar,2025-06-01,171.22
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-06-01,260.03
RevPAR,Oahu- Upper Midscale,dollar,2025-06-01,131.55
RevPAR,Oahu- Midscale & Economy,dollar,2025-06-01,120.35
Occupancy,Statewide- All,percent,2025-07-01,77.1
Occupancy,Oahu- All,percent,2025-07-01,83.5
Occupancy,Maui CTY- All,percent,2025-07-01,66.7
Occupancy,Hawaii ISL- All,percent,2025-07-01,68.3
Occupancy,Kauai- All,percent,2025-07-01,77.4
Occupancy,Statewide- Luxury,percent,2025-07-01,68.8
Occupancy,Waikiki,percent,2025-07-01,84.8
Occupancy,Wailea,percent,2025-07-01,76.0
Occupancy,Kohala Coast,percent,2025-07-01,71.9
Occupancy,Statewide- Upper Upscale,percent,2025-07-01,81.9
Occupancy,Other Oahu,percent,2025-07-01,76.4
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-07-01,66.2
Occupancy,Statewide- Upscale,percent,2025-07-01,72.1
Occupancy,Oahu- Luxury,percent,2025-07-01,63.2
Occupancy,Other Maui CTY,percent,2025-07-01,67.2
Occupancy,Statewide- Upper Midscale,percent,2025-07-01,72.3
Occupancy,Oahu- Upper Upscale,percent,2025-07-01,87.7
Occupancy,Maui CTY- Luxury,percent,2025-07-01,71.3
Occupancy,Statewide- Midscale & Economy,percent,2025-07-01,79.4
Occupancy,Oahu- Upscale,percent,2025-07-01,80.1
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-07-01,66.2
Occupancy,Oahu- Upper Midscale,percent,2025-07-01,84.2
Occupancy,Oahu- Midscale & Economy,percent,2025-07-01,83.8
Avg daily rate,Statewide- All,dollar,2025-07-01,386.09
Avg daily rate,Oahu- All,dollar,2025-07-01,306.59
Avg daily rate,Maui CTY- All,dollar,2025-07-01,558.25
Avg daily rate,Hawaii ISL- All,dollar,2025-07-01,446.31
Avg daily rate,Kauai- All,dollar,2025-07-01,443.54
Avg daily rate,Statewide- Luxury,dollar,2025-07-01,895.64
Avg daily rate,Waikiki,dollar,2025-07-01,285.66
Avg daily rate,Wailea,dollar,2025-07-01,776.97
Avg daily rate,Kohala Coast,dollar,2025-07-01,594.71
Avg daily rate,Statewide- Upper Upscale,dollar,2025-07-01,347.08
Avg daily rate,Other Oahu,dollar,2025-07-01,430.15
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-07-01,465.62
Avg daily rate,Statewide- Upscale,dollar,2025-07-01,240.21
Avg daily rate,Oahu- Luxury,dollar,2025-07-01,805.35
Avg daily rate,Other Maui CTY,dollar,2025-07-01,658.87
Avg daily rate,Statewide- Upper Midscale,dollar,2025-07-01,202.9
Avg daily rate,Oahu- Upper Upscale,dollar,2025-07-01,313.19
Avg daily rate,Maui CTY- Luxury,dollar,2025-07-01,957.15
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-07-01,237.29
Avg daily rate,Oahu- Upscale,dollar,2025-07-01,222.25
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-07-01,419.0
Avg daily rate,Oahu- Upper Midscale,dollar,2025-07-01,172.61
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-07-01,160.55
RevPAR,Statewide- All,dollar,2025-07-01,297.68
RevPAR,Oahu- All,dollar,2025-07-01,255.98
RevPAR,Maui CTY- All,dollar,2025-07-01,372.47
RevPAR,Hawaii ISL- All,dollar,2025-07-01,304.82
RevPAR,Kauai- All,dollar,2025-07-01,343.19
RevPAR,Statewide- Luxury,dollar,2025-07-01,615.94
RevPAR,Waikiki,dollar,2025-07-01,242.29
RevPAR,Wailea,dollar,2025-07-01,590.8
RevPAR,Kohala Coast,dollar,2025-07-01,427.32
RevPAR,Statewide- Upper Upscale,dollar,2025-07-01,284.15
RevPAR,Other Oahu,dollar,2025-07-01,328.85
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-07-01,308.45
RevPAR,Statewide- Upscale,dollar,2025-07-01,173.19
RevPAR,Oahu- Luxury,dollar,2025-07-01,508.61
RevPAR,Other Maui CTY,dollar,2025-07-01,443.05
RevPAR,Statewide- Upper Midscale,dollar,2025-07-01,146.63
